Isotope   conc     MolarMass     density  half-life R(b_coh) I(b_coh) R(b_inc)     I(b_inc) Coh xs    Inc xs    Scatt xs  Abs xs     StorageTime PromptActivation ContactDose
35Cl      75.77        -            -        -      11.65     0.0     6.1           0.0    17.06     4.7       21.8      44.1             -              -             -    
37Cl      24.23        -            -        -      3.08      0.0     0.1           0.0    1.19      0.001     1.19      0.433            -              -             -    
Ar         -       39.948(1)        -        -      1.909     0.0      -             -     0.458     0.225     0.683     0.675           19h            3500          3.0   
36Ar      0.337        -            -        -      24.90     0.0     0             0.0    77.9      0         77.9      5.2              -              -             -    
38Ar      0.063        -            -        -      3.5       0.0     0             0.0    1.5(3.1)  0         1.5(3.1)  0.8              -              -             -    
40Ar      99.6         -            -        -      1.830     0.0     0             0.0    0.421     0         0.421     0.66             -              -             -    
K          -       39.0983(1)    856         -      3.67      0.0      -             -     1.69      0.27      1.96      2.1            <38h           <300          <0.3   
39K       93.258       -            -        -      3.74      0.0     1.4           0.0    1.76      0.25      2.01      2.1              -              -             -    
40K       0.012        -            -        -      3.(1.)    0.0      -             -     1.1       0.5       1.6       35.(8.)          -              -             -    
41K       6.73         -            -        -      2.69      0.0     1.5           0.0    0.91      0.3       1.2       1.46             -              -             -    
Ca         -       40.078(4)     1550        -      4.70      0.0      -             -     2.78      0.05      2.83      0.43             0              0             0    
40Ca      96.941       -            -        -      4.80      0.0     0             0.0    2.9       0         2.9       0.41             -              -             -    
42Ca      0.647        -            -        -      3.36      0.0     0             0.0    1.42      0         1.42      0.68             -              -             -    
43Ca      0.135        -            -        -      -1.56     0.0      -             -     0.31      0.5       0.8       6.2              -              -             -    
44Ca      2.086        -            -        -      1.42      0.0     0             0.0    0.25      0         0.25      0.88             -              -             -    
46Ca      0.004        -            -        -      3.6       0.0     0             0.0    1.6       0         1.6       0.74             -              -             -    
48Ca      0.187        -            -        -      0.39      0.0     0             0.0    0.019     0         0.019     1.09             -              -             -    
Sc        100      44.955910(8)  2985        -      12.29     0.0     -6.0          0.0    19        4.5       23.5      27.5           <1.8y           <90           <0.1  
Ti         -       47.867(1)     4507        -      -3.438    0.0      -             -     1.485     2.87      4.35      6.09             0              0             0    
46Ti      8.2          -            -        -      4.93      0.0     0             0.0    3.05      0         3.05      0.59             -              -             -    
47Ti      7.4          -            -        -      3.63      0.0     -3.5          0.0    1.66      1.5       3.2       1.7              -              -             -    
48Ti      73.8         -            -        -      -6.08     0.0     0             0.0    4.65      0         4.65      7.84             -              -             -    
49Ti      5.4          -            -        -      1.04      0.0     5.1           0.0    0.14      3.3       3.4       2.2              -              -             -    
50Ti      5.2          -            -        -      6.18      0.0     0             0.0    4.8       0         4.8       0.179            -              -             -    
V          -       50.9415(1)    6110        -      -0.3824   0.0      -             -     0.0184    5.08      5.1       5.08            48m           470000         41    
50V       0.25         -            -        -      7.6       0.0      -             -     7.3(1.1)  0.5       7.8(1.0)  60.(40.)         -              -             -    
51V       99.75        -            -        -      -0.402    0.0     6.35          0.0    0.0203    5.07      5.09      4.9              -              -             -    
Cr         -       51.9961(6)    7140        -      3.635     0.0      -             -     1.66      1.83      3.49      3.05           <61d            <40          <0.1   
50Cr      4.35         -            -        -      -4.50     0.0     0             0.0    2.54      0         2.54      15.8             -              -             -    
52Cr      83.79        -            -        -      4.920     0.0     0             0.0    3.042     0         3.042     0.76             -              -             -    
53Cr      9.5          -            -        -      -4.20     0.0     6.87          0.0    2.22      5.93      8.15      18.1(1.5)        -              -             -    
54Cr      2.36         -            -        -      4.55      0.0     0             0.0    2.6       0         2.6       0.36             -              -             -    
Mn        100      54.938049(9)  7470        -      -3.73     0.0     1.79          0.0    1.75      0.4       2.15      13.3            38h          110000          95    
Fe         -       55.845(2)     7874        -      9.45      0.0      -             -     11.22     0.4       11.62     2.56             0              0             0    
54Fe      5.8          -            -        -      4.2       0.0     0             0.0    2.2       0         2.2       2.25             -              -             -    
56Fe      91.7         -            -        -      9.94      0.0     0             0.0    12.42     0         12.42     2.59             -              -             -    
57Fe      2.2          -            -        -      2.3       0.0      -             -     0.66      0.3       1         2.48             -              -             -    
58Fe      0.3          -            -        -      15.(7.)   0.0     0             0.0    28        0         28.(26.)  1.28             -              -             -    
Co        100      58.933200(9)  8900        -      2.49      0.0     -6.2          0.0    0.779     4.8       5.6       37.18           24y           52000          45    
Ni         -       58.6934(2)    8908        -      10.3      0.0      -             -     13.3      5.2       18.5      4.49           <5.5h           <30          <0.1   
58Ni      68.27        -            -        -      14.4      0.0     0             0.0    26.1      0         26.1      4.6              -              -             -    
60Ni      26.1         -            -        -      2.8       0.0     0             0.0    0.99      0         0.99      2.9              -              -             -    
61Ni      1.13         -            -        -      7.60      0.0     (+/-)3.9      0.0    7.26      1.9       9.2       2.5              -              -             -    
62Ni      3.59         -            -        -      -8.7      0.0     0             0.0    9.5       0         9.5       14.5             -              -             -    
64Ni      0.91         -            -        -      -0.37     0.0     0             0.0    0.017     0         0.017     1.52             -              -             -    
Cu         -       63.546(3)     8920        -      7.718     0.0      -             -     7.485     0.55      8.03      3.78            7.4d          10000          8.5   
63Cu      69.17        -            -        -      6.43      0.0     0.22          0.0    5.2       0.006     5.2       4.5              -              -             -    
65Cu      30.83        -            -        -      10.61     0.0     1.79          0.0    14.1      0.4       14.5      2.17             -              -             -    
Zn         -       65.39(2)      7140        -      5.680     0.0      -             -     4.054     0.077     4.131     1.11            5d            1600           1.4   
64Zn      48.6         -            -        -      5.22      0.0     0             0.0    3.42      0         3.42      0.93             -              -             -    
66Zn      27.9         -            -        -      5.97      0.0     0             0.0    4.48      0         4.48      0.62             -              -             -    
67Zn      4.1          -            -        -      7.56      0.0     -1.50         0.0    7.18      0.28      7.46      6.8              -              -             -    
68Zn      18.8         -            -        -      6.03      0.0     0             0.0    4.57      0         4.57      1.1              -              -             -    
70Zn      0.6          -            -        -      6.(1.)    0.0     0             0.0    4.5       0         4.5(1.5)  0.092            -              -             -    
Ga         -       69.723(1)     5904        -      7.288     0.0      -             -     6.675     0.16      6.83      2.75             8d           32000          27    
69Ga      60.1         -            -        -      7.88      0.0     -0.85         0.0    7.8       0.091     7.89      2.18             -              -             -    
71Ga      39.9         -            -        -      6.40      0.0     -0.82         0.0    5.15      0.084     5.23      3.61             -              -             -    
Ge         -       72.61(2)      5323        -      8.185     0.0      -             -     8.42      0.18      8.6       2.2             <6d           1100           1.0   
70Ge      20.5         -            -        -      10.0      0.0     0             0.0    12.6      0         12.6      3                -              -             -    
72Ge      27.4         -            -        -      8.51      0.0     0             0.0    9.1       0         9.1       0.8              -              -             -    
73Ge      7.8          -            -        -      5.02      0.0     3.4           0.0    3.17      1.5       4.7       15.1             -              -             -    
74Ge      36.5         -            -        -      7.58      0.0     0             0.0    7.2       0         7.2       0.4              -              -             -    
76Ge      7.8          -            -        -      8.2       0.0     0             0.0    8.(3.)    0         8.(3.)    0.16             -              -             -    
As        100      74.92160(2)   5727        -      6.58      0.0     -0.69         0.0    5.44      0.06      5.5       4.5             18d           84000          7.3   
Se         -       78.96(3)      4819        -      7.970     0.0      -             -     7.98      0.32      8.3       11.7            10h           4900           4.2   
74Se      0.9          -            -        -      0.8       0.0     0             0.0    0.1       0         0.1       51.8(1.2)        -              -             -    
76Se      9            -            -        -      12.2      0.0     0             0.0    18.7      0         18.7      85.(7.)          -              -             -    
77Se      7.6          -            -        -      8.25      0.0     (+/-)0.6(1.6) 0.0    8.6       0.05      8.65      42.(4.)          -              -             -    
78Se      23.5         -            -        -      8.24      0.0     0             0.0    8.5       0         8.5       0.43             -              -             -    
80Se      49.6         -            -        -      7.48      0.0     0             0.0    7.03      0         7.03      0.61             -              -             -    
82Se      9.4          -            -        -      6.34      0.0     0             0.0    5.05      0         5.05      0.044            -              -             -    
Br         -       79.904(1)        -        -      6.795     0.0      -             -     5.8       0.1       5.9       6.9             18d           14000          12    
79Br      50.69        -            -        -      6.80      0.0     -1.1          0.0    5.81      0.15      5.96      11               -              -             -    
81Br      49.31        -            -        -      6.79      0.0     0.6           0.0    5.79      0.05      5.84      2.7              -              -             -    
Kr         -       83.80(1)         -        -      7.81      0.0      -             -     7.67      0.01      7.68      25.(1.)         42h           3200           2.8   
78Kr      0.35         -            -        -       -         -      0             0.0     -        0          -        6.4              -              -             -    
80Kr      2.25         -            -        -       -         -      0             0.0     -        0          -        11.8             -              -             -    
82Kr      11.6         -            -        -       -         -      0             0.0     -        0          -        29.(20.)         -              -             -    
83Kr      11.5         -            -        -       -         -       -             -      -         -         -        185.(30.)        -              -             -    
84Kr      57           -            -        -       -         -      0             0.0     -        0         6.6       0.113            -              -             -    
86Kr      17.3         -            -        -      8.1       0.0     0             0.0    8.2       0         8.2       0.003            -              -             -    
Rb         -       85.4678(3)    1532        -      7.09      0.0      -             -     6.32      0.5       6.8       0.38            56d           1800           1.6   
85Rb      72.17        -            -        -      7.03      0.0      -             -     6.2       0.5       6.7       0.48             -              -             -    
87Rb      27.83        -            -        -      7.23      0.0      -             -     6.6       0.5       7.1       0.12             -              -             -    
Sr         -       87.62(1)      2630        -      7.02      0.0      -             -     6.19      0.06      6.25      1.28           <25h           <100          <0.1   
84Sr      0.56         -            -        -      7.(1.)    0.0     0             0.0    6.(2.)    0         6.(2.)    0.87             -              -             -    
86Sr      9.86         -            -        -      5.67      0.0     0             0.0    4.04      0         4.04      1.04             -              -             -    
87Sr      7            -            -        -      7.40      0.0      -             -     6.88      0.5       7.4       16.(3.)          -              -             -    
88Sr      82.58        -            -        -      7.15      0.0     0             0.0    6.42      0         6.42      0.058            -              -             -    
Y         100      88.90585(2)   4472        -      7.75      0.0     1.1           0.0    7.55      0.15      7.7       1.28            24d           1000           0.9   
Zr         -       91.224(2)     6511        -      7.16      0.0      -             -     6.44      0.02      6.46      0.185           79h            <40          <0.1   
90Zr      51.45        -            -        -      6.4       0.0     0             0.0    5.1       0         5.1       0.011            -              -             -    
91Zr      11.32        -            -        -      8.7       0.0     -1.08         0.0    9.5       0.15      9.7       1.17             -              -             -    
92Zr      17.19        -            -        -      7.4       0.0     0             0.0    6.9       0         6.9       0.22             -              -             -    
94Zr      17.28        -            -        -      8.2       0.0     0             0.0    8.4       0         8.4       0.0499           -              -             -    
96Zr      2.76         -            -        -      5.5       0.0     0             0.0    3.8       0         3.8       0.0229           -              -             -    
Nb        100      92.90638(2)   8570        -      7.054     0.0     -0.139        0.0    6.253     0.0024    6.255     1.15            80m           20000          17    
Mo         -       95.94(1)      10280       -      6.715     0.0      -             -     5.67      0.04      5.71      2.48            30d            430           0.4   
92Mo      14.84        -            -        -      6.91      0.0     0             0.0    6         0         6         0.019            -              -             -    
94Mo      9.25         -            -        -      6.80      0.0     0             0.0    5.81      0         5.81      0.015            -              -             -    
95Mo      15.92        -            -        -      6.91      0.0      -             -     6         0.5       6.5       13.1             -              -             -    
96Mo      16.68        -            -        -      6.20      0.0     0             0.0    4.83      0         4.83      0.5              -              -             -    
97Mo      9.55         -            -        -      7.24      0.0      -             -     6.59      0.5       7.1       2.5              -              -             -    
98Mo      24.13        -            -        -      6.58      0.0     0             0.0    5.44      0         5.44      0.127            -              -             -    
100Mo     9.63         -            -        -      6.73      0.0     0             0.0    5.69      0         5.69      0.4              -              -             -    
Tc        0.0      97.9072       11500    2.3E5     6.8       0.0      -             -     5.8       0.5       6.3       20.(1.)          *              *             *    
Ru         -       101.07(2)     12370       -      7.03       -       -             -     6.21      0.4       6.6       2.56            106d           230           0.2   
96Ru      5.5          -            -        -       -         -      0             0.0     -        0          -        0.28             -              -             -    
98Ru      1.9          -            -        -       -         -      0             0.0     -        0          -        <8.              -              -             -    
99Ru      12.7         -            -        -       -         -       -             -      -         -         -        6.9(1.0)         -              -             -    
100Ru     12.6         -            -        -       -         -      0             0.0     -        0          -        4.8              -              -             -    
101Ru     17           -            -        -       -         -       -             -      -         -         -        3.3              -              -             -    
102Ru     31.6         -            -        -       -         -      0             0.0     -        0         144.8     1.17             -              -             -    
104Ru     18.7         -            -        -       -         -      0             0.0     -        0         4.483     0.31             -              -             -    
Rh        100      102.90550(2)  12450       -      5.88      0.0      -             -     4.34      0.3       4.6       144.8           2h            26000          22    
Pd         -       106.42(1)     12023       -      5.91      0.0      -             -     4.39      0.093     4.48      6.9             9d            71000          60    
102Pd     1.02         -            -        -      7.7(7)    0.0     0             0.0    7.5(1.4)  0         7.5(1.4)  3.4              -              -             -    
104Pd     11.14        -            -        -      7.7(7)    0.0     0             0.0    7.5(1.4)  0         7.5(1.4)  0.6              -              -             -    
105Pd     22.33        -            -        -      5.5       0.0     -2.6(1.6)     0.0    3.8       0.8       4.6(1.1)  20.(3.)          -              -             -    
106Pd     27.33        -            -        -      6.4       0.0     0             0.0    5.1       0         5.1       0.304            -              -             -    
108Pd     26.46        -            -        -      4.1       0.0     0             0.0    2.1       0         2.1       8.55             -              -             -    
110Pd     11.72        -            -        -      7.7(7)    0.0     0             0.0    7.5(1.4)  0         7.5(1.4)  0.226            -              -             -    
Ag         -       107.8682(2)   10490       -      5.922     0.0      -             -     4.407     0.58      4.99      63.3            7.4y          16000          14    
107Ag     51.83        -            -        -      7.555     0.0     1.00          0.0    7.17      0.13      7.3       37.6(1.2)        -              -             -    
109Ag     48.17        -            -        -      4.165     0.0     -1.60         0.0    2.18      0.32      2.5       91.0(1.0)        -              -             -    
Cd         -       112.411(8)    8650        -      4.87     -0.70     -             -     3.04      3.46      6.5       2520.(50.)      190d           370           0.3   
106Cd     1.25         -            -        -      5.(2.)    0.0     0             0.0    3.1       0         3.1(2.5)  1                -              -             -    
108Cd     0.89         -            -        -      5.4       0.0     0             0.0    3.7       0         3.7       1.1              -              -             -    
110Cd     12.51        -            -        -      5.9       0.0     0             0.0    4.4       0         4.4       11               -              -             -    
111Cd     12.81        -            -        -      6.5       0.0      -             -     5.3       0.3       5.6       24               -              -             -    
112Cd     24.13        -            -        -      6.4       0.0     0             0.0    5.1       0         5.1       2.2              -              -             -    
113Cd     12.22        -            -        -      -8.0     -5.73     -             -     12.1      0.3       12.4      20600.(400.)     -              -             -    
114Cd     28.72        -            -        -      7.5       0.0     0             0.0    7.1       0         7.1       0.34             -              -             -    
116Cd     7.47         -            -        -      6.3       0.0     0             0.0    5         0         5         0.075            -              -             -    
In         -       114.818(3)    7310        -      4.065    -0.0539   -             -     2.08      0.54      2.62      193.8(1.5)      12d           11000          9.5   
113In     4.3          -            -        -      5.39      0.0     (+/-)0.017    0.0    3.65      0.000037  3.65      12.0(1.1)        -              -             -    
115In     95.7         -            -        -      4.01     -0.0562  -2.1          0.0    2.02      0.55      2.57      202.(2.)         -              -             -    
Sn         -       118.710(7)    7310        -      6.225     0.0      -             -     4.871     0.022     4.892     0.626          <50d            <40          <0.1   
112Sn     1            -            -        -      6.(1.)    0.0     0             0.0    4.5(1.5)  0         4.5(1.5)  1                -              -             -    
114Sn     0.7          -            -        -      6.2       0.0     0             0.0    4.8       0         4.8       0.114            -              -             -    
115Sn     0.4          -            -        -      6.(1.)    0.0      -             -     4.5(1.5)  0.3       4.8(1.5)  30.(7.)          -              -             -    
116Sn     14.7         -            -        -      5.93      0.0     0             0.0    4.42      0         4.42      0.14             -              -             -    
117Sn     7.7          -            -        -      6.48      0.0      -            0.0    5.28      0.3       5.6       2.3              -              -             -    
118Sn     24.3         -            -        -      6.07      0.0     0             0.0    4.63      0         4.63      0.22             -              -             -    
119Sn     8.6          -            -        -      6.12      0.0      -             -     4.71      0.3       5         2.2              -              -             -    
120Sn     32.4         -            -        -      6.49      0.0     0             0.0    5.29      0         5.29      0.14             -              -             -    
122Sn     4.6          -            -        -      5.74      0.0     0             0.0    4.14      0         4.14      0.18             -              -             -    
124Sn     5.6          -            -        -      5.97      0.0     0             0.0    4.48      0         4.48      0.133            -              -             -    
Sb         -       121.760(1)    6697        -      5.57      0.0      -             -     3.9       0.007     3.9       4.91           520d            800           0.7   
121Sb     57.3         -            -        -      5.71      0.0     -0.05         0.0    4.1       0.0003    4.1       5.75             -              -             -    
123Sb     42.7         -            -        -      5.38      0.0     -0.10         0.0    3.64      0.001     3.64      3.8              -              -             -    
Te         -       127.60(3)     6240        -      5.80      0.0      -             -     4.23      0.09      4.32      4.7             96h           2600           2.2   
120Te     0.096        -            -        -      5.3       0.0     0             0.0    3.5       0         3.5       2.3              -              -             -    
122Te     2.6          -            -        -      3.8       0.0     0             0.0    1.8       0         1.8       3.4              -              -             -    
123Te     0.908        -            -        -      -0.05    -0.116   -2.04         0.0    0.002     0.52      0.52      418.(30.)        -              -             -    
124Te     4.816        -            -        -      7.96      0.0     0             0.0    8         0         8         6.8(1.3)         -              -             -    
125Te     7.14         -            -        -      5.02      0.0     -0.26         0.0    3.17      0.008     3.18      1.55             -              -             -    
126Te     18.95        -            -        -      5.56      0.0     0             0.0    3.88      0         3.88      1.04             -              -             -    
128Te     31.69        -            -        -      5.89      0.0     0             0.0    4.36      0         4.36      0.215            -              -             -    
130Te     33.8         -            -        -      6.02      0.0     0             0.0    4.55      0         4.55      0.29             -              -             -    
I         100      126.90447(3)  4940        -      5.28      0.0     1.58          0.0    3.5       0.31      3.81      6.15            7h            120000         100   
Xe         -       131.29(2)        -        -      4.92      0.0     3.04          0.0    2.96      0          -        23.9(1.2)       7d            3200           2.8   
124Xe     0.1          -            -        -       -         -      0             0.0     -        0          -        165.(20.)        -              -             -    
126Xe     0.09         -            -        -       -         -      0             0.0     -        0          -        3.5              -              -             -    
128Xe     1.91         -            -        -       -         -      0             0.0     -        0          -        <8               -              -             -    
129Xe     26.4         -            -        -       -         -       -             -      -         -         -        21.(5.)          -              -             -    
130Xe     4.1          -            -        -       -         -      0             0.0     -        0          -        <26.             -              -             -    
131Xe     21.2         -            -        -       -         -       -             -      -         -         -        85.(10.)         -              -             -    
132Xe     26.9         -            -        -       -         -      0             0.0     -        0          -        0.45             -              -             -    
134Xe     10.4         -            -        -       -         -      0             0.0     -        0          -        0.265            -              -             -    
136Xe     8.9          -            -        -       -         -      0             0.0     -        0          -        0.26             -              -             -    
Cs        100      132.90545(2)  1879        -      5.42      0.0     1.29          0.0    3.69      0.21      3.9       29.0(1.5)       54h          460000          400   
Ba         -       137.327(7)    3510        -      5.07      0.0      -             -     3.23      0.15      3.38      1.1            <150h           <80           <0.1  
130Ba     0.11         -            -        -      -3.6      0.0     0             0.0    1.6       0         1.6       30.(5.)          -              -             -    
132Ba     0.1          -            -        -      7.8       0.0     0             0.0    7.6       0         7.6       7                -              -             -    
134Ba     2.42         -            -        -      5.7       0.0     0             0.0    4.08      0         4.08      2.0(1.6)         -              -             -    
135Ba     6.59         -            -        -      4.67      0.0      -             -     2.74      0.5       3.2       5.8              -              -             -    
136Ba     7.85         -            -        -      4.91      0.0     0             0.0    3.03      0         3.03      0.68             -              -             -    
137Ba     11.23        -            -        -      6.83      0.0      -             -     5.86      0.5       6.4       3.6              -              -             -    
138Ba     71.7         -            -        -      4.84      0.0     0             0.0    2.94      0         2.94      0.27             -              -             -    
La         -       138.9055(2)   6146        -      8.24      0.0      -             -     8.53      1.13      9.66      8.97            22d           19000          16    
138La     0.09         -            -        -      8.(2.)    0.0      -             -     8.(4.)    0.5       8.5(4.0)  57.(6.)          -              -             -    
139La     99.91        -            -        -      8.24      0.0     3.0           0.0    8.53      1.13      9.66      8.93             -              -             -    
Ce         -       140.116(1)    6689        -      4.84      0.0      -             -     2.94      0.001     2.94      0.63           <86h            <40          <0.1   
136Ce     0.19         -            -        -      5.80      0.0     0             0.0    4.23      0         4.23      7.3(1.5)         -              -             -    
138Ce     0.25         -            -        -      6.70      0.0     0             0.0    5.64      0         5.64      1.1              -              -             -    
140Ce     88.48        -            -        -      4.84      0.0     0             0.0    2.94      0         2.94      0.57             -              -             -    
142Ce     11.08        -            -        -      4.75      0.0     0             0.0    2.84      0         2.84      0.95             -              -             -    
Pr        100      140.90765(2)  6640        -      4.58      0.0     -0.35         0.0    2.64      0.015     2.66      11.5            11d           20000          17    
Nd         -       144.24(3)     6800        -      7.69      0.0      -             -     7.43      9.2       16.6      50.5(1.2)       15h            1200          1.0   
142Nd     27.16        -            -        -      7.7       0.0     0             0.0    7.5       0         7.5       18.7             -              -             -    
143Nd     12.18        -            -        -      14.(2.)   0.0     (+/-)21.(1.)  0.0    25.(7.)   55.(7.)   80.(2.)   337.(10.)        -              -             -    
144Nd     23.8         -            -        -      2.8       0.0     0             0.0    1         0         1         3.6              -              -             -    
145Nd     8.29         -            -        -      14.(2.)   0.0      -             -     25.(7.)   5.(5.)    30.(9.)   42.(2.)          -              -             -    
146Nd     17.19        -            -        -      8.7       0.0     0             0.0    9.5       0         9.5       1.4              -              -             -    
148Nd     5.75         -            -        -      5.7       0.0     0             0.0    4.1       0         4.1       2.5              -              -             -    
150Nd     5.63         -            -        -      5.3       0.0     0             0.0    3.5       0         3.5       1.2              -              -             -    
Pm        0.0      144.9127      7264     2.62      12.6      0.0     (+/-)3.2(2.5) 0.0    20.0(1.3) 1.3(2.0)  21.3(1.5) 168.4(3.5)       *              *             *    
Sm         -       150.36(3)     7353        -      0.80     -1.65     -             -     0.422     39.(3.)   39.(3.)   5922.(56.)      35d            6200          5.4   
144Sm     3.1          -            -        -      -3.(4.)   0.0     0             0.0    1.(3.)    0         1.(3.)    0.7              -              -             -    
147Sm     15.1         -            -        -      14.(3.)   0.0     (+/-)11.(7.)  0.0    25.(11.)  143(19.)  39.(16.)  57.(3.)          -              -             -    
148Sm     11.3         -            -        -      -3.(4.)   0.0     0             0.0    1.(3.)    0         1.(3.)    2.4              -              -             -    
149Sm     13.9         -            -        -      -19.2    -11.7    (+/-)31.4   -10.3    63.5      137.(5.)  200.(5.)  42080.(400.)     -              -             -    
150Sm     7.4          -            -        -      14.(3.)   0.0     0             0.0    25.(11.)  0         25.(11.)  104.(4.)         -              -             -    
152Sm     26.6         -            -        -      -5.0      0.0     0             0.0    3.1       0         3.1       206.(6.)         -              -             -    
154Sm     22.6         -            -        -      9.3       0.0     0             0.0    11.(2.)   0         11.(2.)   8.4              -              -             -    
Eu         -       151.964(1)    5244        -      7.22     -1.26     -             -     6.57      2.5       9.2       4530.(40.)      50y            2200          1.9   
151Eu     47.8         -            -        -      6.13     -2.53    (+/-)4.5    -2.14    5.5       3.1       8.6       9100.(100.)      -              -             -    
153Eu     52.2         -            -        -      8.22      0.0     (+/-)3.2      0.0    8.5       1.3       9.8       312.(7.)         -              -             -    
Gd         -       157.25(3)     7901        -      6.5      -13.82    -             -     29.3      151.(2.)  180.(2.)  49700.(125.)    11d            7400          6.4   
152Gd     0.2          -            -        -      10.(3.)   0.0     0             0.0    13.(8.)   0         13.(8.)   735.(20.)        -              -             -    
